IDbsub	BiolProc	MolFun	CellComp
BSU07610	GO:0006082 GO:0006101 GO:0006810 GO:0006811 GO:0006820 GO:0006842 GO:0008152 GO:0009987 GO:0015711 GO:0015746 GO:0015849 GO:0019752 GO:0034220 GO:0035674 GO:0043436 GO:0044237 GO:0044281 GO:0046942 GO:0051179 GO:0051234 GO:0055085 GO:0071702 GO:0071704 GO:0072350 GO:0098656 GO:1903825 GO:1905039	GO:0005215 GO:0005342 GO:0008509 GO:0008514 GO:0015075 GO:0015137 GO:0015142 GO:0015291 GO:0015293 GO:0022804 GO:0022857 GO:0046943	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU07620		GO:0003824 GO:0005488 GO:0016787 GO:0043167 GO:0043169 GO:0046872	
BSU07630	GO:0006807 GO:0006809 GO:0008152 GO:0009058 GO:0009987 GO:0034641 GO:0044237 GO:0044249 GO:0044271 GO:0046209 GO:2001057	GO:0003824 GO:0004497 GO:0004517 GO:0005488 GO:0016491 GO:0016705 GO:0016709 GO:0020037 GO:0043167 GO:0043169 GO:0046872 GO:0046906 GO:0097159 GO:1901363	
BSU07640		GO:0003824 GO:0003998 GO:0016787 GO:0016817 GO:0016818	
BSU07650		GO:0003824 GO:0005488 GO:0019842 GO:0030151 GO:0030170 GO:0036094 GO:0043167 GO:0043168 GO:0043169 GO:0046872 GO:0046914 GO:0070279 GO:0097159 GO:1901363	
BSU07660			
BSU07670			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU07680			
BSU07690	GO:0006508 GO:0006807 GO:0008152 GO:0019538 GO:0036211 GO:0043170 GO:0043412 GO:0044238 GO:0070084 GO:0071704 GO:1901564	GO:0003824 GO:0004177 GO:0005488 GO:0008233 GO:0008235 GO:0008237 GO:0008238 GO:0016787 GO:0043167 GO:0043169 GO:0046872 GO:0046914 GO:0070006 GO:0140096	GO:0005622 GO:0005737 GO:0110165
BSU07700	GO:0006793 GO:0006796 GO:0006810 GO:0008152 GO:0008643 GO:0009401 GO:0009987 GO:0015764 GO:0016310 GO:0034219 GO:0044237 GO:0051179 GO:0051234 GO:0055085 GO:0071702 GO:0098657 GO:0098704 GO:0098739 GO:1901264	GO:0003824 GO:0005215 GO:0008982 GO:0015144 GO:0015572 GO:0016301 GO:0016740 GO:0016772 GO:0016773 GO:0022804 GO:0022857 GO:0090563 GO:0090587 GO:1901505	GO:0005622 GO:0005886 GO:0005887 GO:0016020 GO:0016021 GO:0019866 GO:0031090 GO:0031224 GO:0031226 GO:0031967 GO:0031975 GO:0043226 GO:0043227 GO:0043229 GO:0045121 GO:0071944 GO:0098857 GO:0110165
BSU07710	GO:0006082 GO:0008152 GO:0009058 GO:0009059 GO:0009273 GO:0009987 GO:0016043 GO:0016053 GO:0019350 GO:0034645 GO:0042546 GO:0043170 GO:0044036 GO:0044038 GO:0044085 GO:0044237 GO:0044249 GO:0044260 GO:0044281 GO:0044283 GO:0045229 GO:0046374 GO:0070394 GO:0070395 GO:0070589 GO:0071554 GO:0071555 GO:0071704 GO:0071840 GO:1901135 GO:1901137 GO:1901576	GO:0003824 GO:0005488 GO:0008484 GO:0016740 GO:0016787 GO:0016788 GO:0043167 GO:0043169 GO:0046872	GO:0005576 GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU07720			
BSU07735			
BSU07750	GO:0003333 GO:0006810 GO:0006811 GO:0006812 GO:0006814 GO:0006820 GO:0006865 GO:0009987 GO:0015711 GO:0015804 GO:0015849 GO:0030001 GO:0032328 GO:0034220 GO:0035725 GO:0046942 GO:0051179 GO:0051234 GO:0055085 GO:0071702 GO:0071705 GO:0098655 GO:0098656 GO:0098660 GO:0098662 GO:1903825 GO:1905039	GO:0005215 GO:0005283 GO:0005342 GO:0005343 GO:0005416 GO:0008324 GO:0008509 GO:0008514 GO:0015075 GO:0015081 GO:0015171 GO:0015175 GO:0015291 GO:0015293 GO:0015294 GO:0015318 GO:0015370 GO:0015655 GO:0022804 GO:0022853 GO:0022857 GO:0022858 GO:0022890 GO:0046873 GO:0046943	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU07760	GO:0009847 GO:0009987 GO:0030154 GO:0032502 GO:0048869		GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU07770			GO:0016020 GO:0016021 GO:0031224 GO:0110165
BSU07780	GO:0009847 GO:0009987 GO:0030154 GO:0032502 GO:0048869		GO:0005886 GO:0016020 GO:0071944 GO:0110165
BSU07790	GO:0009847 GO:0009987 GO:0030154 GO:0032502 GO:0048869		GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU07800	GO:0006793 GO:0006796 GO:0006810 GO:0008152 GO:0008643 GO:0009401 GO:0009987 GO:0015766 GO:0015771 GO:0015772 GO:0016310 GO:0034219 GO:0044237 GO:0051179 GO:0051234 GO:0055085 GO:0071702 GO:0098657 GO:0098704 GO:0098739	GO:0003824 GO:0005215 GO:0008982 GO:0015144 GO:0015154 GO:0015157 GO:0015574 GO:0016301 GO:0016740 GO:0016772 GO:0016773 GO:0022804 GO:0022857 GO:0090563 GO:0090589	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU07810	GO:0005975 GO:0005984 GO:0005991 GO:0005993 GO:0008152 GO:0009056 GO:0009311 GO:0009313 GO:0009987 GO:0016052 GO:0044237 GO:0044238 GO:0044248 GO:0044262 GO:0044275 GO:0046352 GO:0071704 GO:1901575	GO:0003824 GO:0004553 GO:0004556 GO:0008788 GO:0015927 GO:0016160 GO:0016787 GO:0016798	GO:0005622 GO:0005737 GO:0110165
BSU07820	GO:0006355 GO:0009889 GO:0010468 GO:0010556 GO:0019219 GO:0019222 GO:0031323 GO:0031326 GO:0050789 GO:0050794 GO:0051171 GO:0051252 GO:0060255 GO:0065007 GO:0080090 GO:1903506 GO:2001141	GO:0003676 GO:0003677 GO:0003700 GO:0005488 GO:0097159 GO:0140110 GO:1901363	
BSU07830	GO:0006725 GO:0006807 GO:0008152 GO:0009056 GO:0009987 GO:0018973 GO:0018974 GO:0019326 GO:0019439 GO:0042537 GO:0044237 GO:0044248 GO:0046256 GO:0046260 GO:0046263 GO:0071704 GO:0072490 GO:0072491 GO:1901360 GO:1901361 GO:1901575	GO:0003824 GO:0016491 GO:0016651 GO:0016657 GO:0018545	GO:0005622 GO:0005737 GO:0005829 GO:0110165
BSU07840	GO:0006139 GO:0006725 GO:0006753 GO:0006793 GO:0006796 GO:0006807 GO:0008152 GO:0009056 GO:0009117 GO:0009166 GO:0009987 GO:0019439 GO:0019637 GO:0034641 GO:0034655 GO:0044237 GO:0044238 GO:0044248 GO:0044270 GO:0044281 GO:0046434 GO:0046483 GO:0046700 GO:0055086 GO:0071704 GO:1901292 GO:1901360 GO:1901361 GO:1901575	GO:0000166 GO:0003824 GO:0004112 GO:0005488 GO:0008081 GO:0008252 GO:0008253 GO:0008254 GO:0008663 GO:0016787 GO:0016788 GO:0016791 GO:0036094 GO:0042578 GO:0043167 GO:0043169 GO:0046872 GO:0097159 GO:0106411 GO:1901265 GO:1901363	GO:0005576 GO:0030288 GO:0030313 GO:0031975 GO:0042597 GO:0110165
BSU07850	GO:0006508 GO:0006807 GO:0008152 GO:0019538 GO:0043170 GO:0044238 GO:0071704 GO:1901564	GO:0003824 GO:0008233 GO:0016787 GO:0140096	
BSU07860	GO:0006810 GO:0009987 GO:0051179 GO:0051234 GO:0055085	GO:0005215 GO:0022857	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU07870			
BSU07880	GO:0006470 GO:0006793 GO:0006796 GO:0006807 GO:0008152 GO:0009987 GO:0016311 GO:0019538 GO:0036211 GO:0043170 GO:0043412 GO:0044237 GO:0044238 GO:0071704 GO:1901564	GO:0003824 GO:0004721 GO:0004725 GO:0016787 GO:0016788 GO:0016791 GO:0042578 GO:0140096	
BSU07890			
BSU07900	GO:0006139 GO:0006725 GO:0006807 GO:0008152 GO:0009987 GO:0034641 GO:0043170 GO:0044237 GO:0044238 GO:0046483 GO:0071704 GO:0090304 GO:0090305 GO:1901360	GO:0003824 GO:0004518 GO:0004527 GO:0016787 GO:0016788	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU07910	GO:0006810 GO:0009987 GO:0051179 GO:0051234 GO:0055085	GO:0005215 GO:0022857	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU07920	GO:0006810 GO:0006811 GO:0006812 GO:0006816 GO:0006873 GO:0006874 GO:0006875 GO:0009987 GO:0019725 GO:0030001 GO:0030003 GO:0034220 GO:0042592 GO:0048878 GO:0050801 GO:0051179 GO:0051234 GO:0055065 GO:0055074 GO:0055080 GO:0055082 GO:0055085 GO:0065007 GO:0065008 GO:0070588 GO:0072503 GO:0072507 GO:0098655 GO:0098660 GO:0098662 GO:0098771 GO:1902600	GO:0005215 GO:0005451 GO:0008324 GO:0015075 GO:0015078 GO:0015085 GO:0015291 GO:0015297 GO:0015298 GO:0015299 GO:0015318 GO:0015368 GO:0015369 GO:0015491 GO:0022804 GO:0022853 GO:0022857 GO:0022890 GO:0046873 GO:0051139	GO:0005886 GO:0005887 GO:0016020 GO:0016021 GO:0031224 GO:0031226 GO:0071944 GO:0110165
BSU07930			
BSU07940	GO:0006810 GO:0006811 GO:0006950 GO:0006970 GO:0009628 GO:0009987 GO:0033554 GO:0034220 GO:0042221 GO:0050896 GO:0051179 GO:0051234 GO:0051716 GO:0055085 GO:0062197 GO:0070887 GO:0071214 GO:0071470 GO:0104004	GO:0005215 GO:0005216 GO:0008381 GO:0015075 GO:0015267 GO:0015318 GO:0022803 GO:0022836 GO:0022857	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU07955		GO:0003824 GO:0005488 GO:0043167 GO:0043169 GO:0046872 GO:0051536 GO:0051539 GO:0051540	
BSU07970			
BSU07980	GO:0005975 GO:0008152 GO:0009653 GO:0009987 GO:0016043 GO:0030154 GO:0030435 GO:0032502 GO:0043934 GO:0044238 GO:0045229 GO:0048646 GO:0048856 GO:0048869 GO:0071554 GO:0071555 GO:0071704 GO:0071840	GO:0003824 GO:0005488 GO:0016787 GO:0016810 GO:0019213 GO:0043167 GO:0043169 GO:0046872	
BSU07990	GO:0006082 GO:0008152 GO:0009056 GO:0009987 GO:0016054 GO:0044237 GO:0044248 GO:0044281 GO:0044282 GO:0071704 GO:1901575	GO:0000166 GO:0003824 GO:0005488 GO:0016491 GO:0016614 GO:0016616 GO:0036094 GO:0050661 GO:0051287 GO:0097159 GO:1901265 GO:1901363	
BSU08000	GO:0000041 GO:0006810 GO:0006811 GO:0006812 GO:0006824 GO:0009987 GO:0015693 GO:0030001 GO:0034220 GO:0051179 GO:0051234 GO:0055085 GO:0098655 GO:0098660 GO:0098662 GO:1903830	GO:0000287 GO:0005215 GO:0005488 GO:0008324 GO:0015075 GO:0015087 GO:0015095 GO:0015318 GO:0022857 GO:0022890 GO:0043167 GO:0043169 GO:0046872 GO:0046873 GO:0046914 GO:0046915 GO:0050897	GO:0005886 GO:0005887 GO:0016020 GO:0016021 GO:0031224 GO:0031226 GO:0071944 GO:0110165
BSU08010	GO:0006139 GO:0006259 GO:0006281 GO:0006284 GO:0006285 GO:0006304 GO:0006307 GO:0006725 GO:0006807 GO:0006950 GO:0006974 GO:0008152 GO:0009987 GO:0033554 GO:0034641 GO:0035510 GO:0043170 GO:0043412 GO:0044237 GO:0044238 GO:0044260 GO:0046483 GO:0050896 GO:0051716 GO:0071704 GO:0090304 GO:1901360	GO:0003676 GO:0003677 GO:0003684 GO:0003824 GO:0003905 GO:0005488 GO:0008725 GO:0016787 GO:0016798 GO:0016799 GO:0019104 GO:0032131 GO:0043733 GO:0043916 GO:0052821 GO:0052822 GO:0097159 GO:0140097 GO:0140640 GO:1901363	GO:0005622 GO:0005737 GO:0032991 GO:0032993 GO:0110165
BSU08020	GO:0000154 GO:0001510 GO:0006139 GO:0006364 GO:0006396 GO:0006725 GO:0006807 GO:0008152 GO:0009451 GO:0009987 GO:0010467 GO:0016070 GO:0016072 GO:0022613 GO:0031167 GO:0032259 GO:0034470 GO:0034641 GO:0034660 GO:0042254 GO:0043170 GO:0043412 GO:0043414 GO:0044085 GO:0044237 GO:0044238 GO:0044260 GO:0046483 GO:0070475 GO:0071704 GO:0071840 GO:0090304 GO:1901360	GO:0003824 GO:0005488 GO:0008168 GO:0008169 GO:0008173 GO:0008649 GO:0008757 GO:0016436 GO:0016740 GO:0016741 GO:0043167 GO:0043169 GO:0046872 GO:0051536 GO:0051539 GO:0051540 GO:0070041 GO:0140098 GO:0140102 GO:0140640	
BSU08029			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU08030	GO:0002943 GO:0006139 GO:0006396 GO:0006399 GO:0006400 GO:0006725 GO:0006807 GO:0008033 GO:0008152 GO:0009451 GO:0009987 GO:0010467 GO:0016070 GO:0034470 GO:0034641 GO:0034660 GO:0043170 GO:0043412 GO:0044237 GO:0044238 GO:0046483 GO:0071704 GO:0090304 GO:1901360	GO:0000049 GO:0000166 GO:0003676 GO:0003723 GO:0003824 GO:0005488 GO:0016491 GO:0016627 GO:0017150 GO:0036094 GO:0043167 GO:0043168 GO:0050660 GO:0097159 GO:0106413 GO:0140098 GO:0140101 GO:0140640 GO:1901265 GO:1901363	
BSU08040			
BSU08050			
BSU08060	GO:0006066 GO:0006082 GO:0006084 GO:0006085 GO:0006086 GO:0006090 GO:0006139 GO:0006163 GO:0006164 GO:0006637 GO:0006725 GO:0006753 GO:0006790 GO:0006793 GO:0006796 GO:0006807 GO:0008152 GO:0009056 GO:0009058 GO:0009117 GO:0009150 GO:0009152 GO:0009165 GO:0009259 GO:0009260 GO:0009987 GO:0018130 GO:0019438 GO:0019637 GO:0019693 GO:0019752 GO:0032787 GO:0033865 GO:0033866 GO:0033875 GO:0034030 GO:0034032 GO:0034033 GO:0034641 GO:0034654 GO:0035383 GO:0035384 GO:0042180 GO:0042182 GO:0043436 GO:0043603 GO:0043604 GO:0044237 GO:0044238 GO:0044248 GO:0044249 GO:0044271 GO:0044272 GO:0044281 GO:0044282 GO:0045149 GO:0045150 GO:0046164 GO:0046390 GO:0046483 GO:0055086 GO:0071616 GO:0071704 GO:0072521 GO:0072522 GO:0090407 GO:1901135 GO:1901137 GO:1901293 GO:1901360 GO:1901362 GO:1901564 GO:1901566 GO:1901575 GO:1901576 GO:1901615 GO:1901616 GO:1902652	GO:0003824 GO:0004738 GO:0004739 GO:0016491 GO:0016624 GO:0016903	
BSU08070	GO:0006066 GO:0008152 GO:0009056 GO:0009987 GO:0042180 GO:0042182 GO:0044237 GO:0044248 GO:0044281 GO:0044282 GO:0045149 GO:0045150 GO:0046164 GO:0071704 GO:1901575 GO:1901615 GO:1901616 GO:1902652	GO:0003824 GO:0016491	
BSU08080	GO:0006066 GO:0006082 GO:0006084 GO:0006085 GO:0006086 GO:0006090 GO:0006139 GO:0006163 GO:0006164 GO:0006637 GO:0006725 GO:0006753 GO:0006790 GO:0006793 GO:0006796 GO:0006807 GO:0008152 GO:0009056 GO:0009058 GO:0009117 GO:0009150 GO:0009152 GO:0009165 GO:0009259 GO:0009260 GO:0009987 GO:0018130 GO:0019438 GO:0019637 GO:0019693 GO:0019752 GO:0032787 GO:0033865 GO:0033866 GO:0033875 GO:0034030 GO:0034032 GO:0034033 GO:0034641 GO:0034654 GO:0035383 GO:0035384 GO:0042180 GO:0042182 GO:0043436 GO:0043603 GO:0043604 GO:0044237 GO:0044238 GO:0044248 GO:0044249 GO:0044271 GO:0044272 GO:0044281 GO:0044282 GO:0045149 GO:0045150 GO:0046164 GO:0046390 GO:0046483 GO:0055086 GO:0071616 GO:0071704 GO:0072521 GO:0072522 GO:0090407 GO:1901135 GO:1901137 GO:1901293 GO:1901360 GO:1901362 GO:1901564 GO:1901566 GO:1901575 GO:1901576 GO:1901615 GO:1901616 GO:1902652	GO:0003824 GO:0004742 GO:0016407 GO:0016417 GO:0016418 GO:0016740 GO:0016746 GO:0016747 GO:0030523 GO:0140096	GO:0005622 GO:0005737 GO:0032991 GO:0045254 GO:0110165 GO:1902494 GO:1990204
BSU08090	GO:0005975 GO:0006066 GO:0006082 GO:0006090 GO:0006091 GO:0006096 GO:0006139 GO:0006163 GO:0006165 GO:0006725 GO:0006753 GO:0006757 GO:0006793 GO:0006796 GO:0006807 GO:0008152 GO:0009056 GO:0009117 GO:0009132 GO:0009135 GO:0009141 GO:0009144 GO:0009150 GO:0009179 GO:0009185 GO:0009199 GO:0009205 GO:0009259 GO:0009987 GO:0016052 GO:0016310 GO:0019637 GO:0019693 GO:0019725 GO:0019752 GO:0032787 GO:0034641 GO:0042180 GO:0042182 GO:0042592 GO:0043436 GO:0044237 GO:0044238 GO:0044248 GO:0044281 GO:0044282 GO:0045149 GO:0045150 GO:0045454 GO:0046031 GO:0046034 GO:0046164 GO:0046483 GO:0046939 GO:0050789 GO:0050794 GO:0055086 GO:0065007 GO:0065008 GO:0071704 GO:0072521 GO:1901135 GO:1901360 GO:1901564 GO:1901575 GO:1901615 GO:1901616 GO:1902652	GO:0000166 GO:0003824 GO:0004148 GO:0005488 GO:0016491 GO:0016667 GO:0016668 GO:0036094 GO:0043167 GO:0043168 GO:0050660 GO:0097159 GO:1901265 GO:1901363	GO:0005622 GO:0005737 GO:0110165
BSU08100	GO:0000160 GO:0006355 GO:0007154 GO:0007165 GO:0009889 GO:0009987 GO:0010468 GO:0010556 GO:0019219 GO:0019222 GO:0023052 GO:0031323 GO:0031326 GO:0035556 GO:0050789 GO:0050794 GO:0050896 GO:0051171 GO:0051252 GO:0051716 GO:0060255 GO:0065007 GO:0080090 GO:1903506 GO:2001141	GO:0000166 GO:0003676 GO:0003677 GO:0005488 GO:0005524 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0043565 GO:0097159 GO:0097367 GO:1901265 GO:1901363	
BSU08110	GO:0000003 GO:0009653 GO:0009987 GO:0019954 GO:0030154 GO:0030435 GO:0030436 GO:0032502 GO:0043934 GO:0048646 GO:0048856 GO:0048869		GO:0042601 GO:0042763 GO:0110165
BSU08120			GO:0005886 GO:0005887 GO:0016020 GO:0016021 GO:0031224 GO:0031226 GO:0071944 GO:0110165
BSU08130			GO:0016020 GO:0016021 GO:0031224 GO:0110165
BSU08140			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU08150			
BSU08160			
BSU08170			
BSU08180	GO:0005975 GO:0008152 GO:0044238 GO:0071704	GO:0003824 GO:0004553 GO:0005488 GO:0015926 GO:0016491 GO:0016614 GO:0016616 GO:0016787 GO:0016798 GO:0043167 GO:0043169 GO:0046872 GO:0050081	
BSU08190	GO:0006355 GO:0008152 GO:0009889 GO:0010468 GO:0010556 GO:0019219 GO:0019222 GO:0031323 GO:0031326 GO:0050789 GO:0050794 GO:0051171 GO:0051252 GO:0060255 GO:0065007 GO:0071704 GO:0080090 GO:1901135 GO:1903506 GO:2001141	GO:0003676 GO:0003677 GO:0003700 GO:0005488 GO:0097159 GO:0097367 GO:0140110 GO:1901363	
BSU08200	GO:0006793 GO:0006796 GO:0006810 GO:0008152 GO:0008643 GO:0009401 GO:0009987 GO:0016310 GO:0034219 GO:0044237 GO:0051179 GO:0051234 GO:0055085 GO:0071702 GO:0098657 GO:0098704 GO:0098739	GO:0003824 GO:0005215 GO:0008982 GO:0015144 GO:0016301 GO:0016740 GO:0016772 GO:0016773 GO:0022804 GO:0022857 GO:0090563	GO:0005886 GO:0005887 GO:0016020 GO:0016021 GO:0031224 GO:0031226 GO:0071944 GO:0110165
BSU08210	GO:0006810 GO:0009987 GO:0051179 GO:0051234 GO:0055085	GO:0000166 GO:0005215 GO:0005488 GO:0005524 GO:0015399 GO:0017076 GO:0022804 GO:0022857 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0042626 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:0140359 GO:0140657 GO:1901265 GO:1901363	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU08220	GO:0006810 GO:0009987 GO:0051179 GO:0051234 GO:0055085	GO:0000166 GO:0005215 GO:0005488 GO:0005524 GO:0015399 GO:0017076 GO:0022804 GO:0022857 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0042626 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:0140359 GO:0140657 GO:1901265 GO:1901363	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU08230	GO:0006725 GO:0008152 GO:0009056 GO:0009636 GO:0009987 GO:0019439 GO:0042221 GO:0044237 GO:0044248 GO:0050896	GO:0003824 GO:0016491	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU08240	GO:0006725 GO:0008152 GO:0009056 GO:0009636 GO:0009987 GO:0019439 GO:0042221 GO:0044237 GO:0044248 GO:0050896	GO:0003824 GO:0005488 GO:0005506 GO:0008198 GO:0016491 GO:0016701 GO:0016702 GO:0018577 GO:0019114 GO:0043167 GO:0043169 GO:0046872 GO:0046914 GO:0051213	
BSU08250	GO:0006355 GO:0009889 GO:0010468 GO:0010556 GO:0019219 GO:0019222 GO:0031323 GO:0031326 GO:0050789 GO:0050794 GO:0051171 GO:0051252 GO:0060255 GO:0065007 GO:0080090 GO:1903506 GO:2001141	GO:0003676 GO:0003677 GO:0003700 GO:0005488 GO:0043565 GO:0097159 GO:0140110 GO:1901363	
BSU08260	GO:0006810 GO:0009987 GO:0051179 GO:0051234 GO:0055085	GO:0005215 GO:0015291 GO:0015293 GO:0022804 GO:0022857	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU08270			
BSU08280		GO:0000166 GO:0003824 GO:0005488 GO:0016491 GO:0036094 GO:0097159 GO:1901265 GO:1901363	
BSU08290	GO:0000160 GO:0006468 GO:0006793 GO:0006796 GO:0006807 GO:0007154 GO:0007165 GO:0008152 GO:0009987 GO:0016310 GO:0018106 GO:0018193 GO:0018202 GO:0019538 GO:0023052 GO:0035556 GO:0036211 GO:0043170 GO:0043412 GO:0044237 GO:0044238 GO:0050789 GO:0050794 GO:0050896 GO:0051716 GO:0065007 GO:0071704 GO:1901564	GO:0000155 GO:0000166 GO:0003824 GO:0004672 GO:0004673 GO:0005488 GO:0005515 GO:0005524 GO:0016301 GO:0016740 GO:0016772 GO:0016773 GO:0016775 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0046983 GO:0097159 GO:0097367 GO:0140096 GO:0140299 GO:1901265 GO:1901363	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU08300	GO:0000160 GO:0006355 GO:0007154 GO:0007165 GO:0009889 GO:0009987 GO:0010468 GO:0010556 GO:0019219 GO:0019222 GO:0023052 GO:0031323 GO:0031326 GO:0035556 GO:0050789 GO:0050794 GO:0050896 GO:0051171 GO:0051252 GO:0051716 GO:0060255 GO:0065007 GO:0080090 GO:1903506 GO:2001141	GO:0003676 GO:0003677 GO:0005488 GO:0097159 GO:1901363	GO:0005622 GO:0005737 GO:0110165
BSU08310		GO:0000166 GO:0005488 GO:0005524 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:1901265 GO:1901363	
BSU08320	GO:0006810 GO:0009987 GO:0051179 GO:0051234 GO:0055085	GO:0005215 GO:0022857	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0032991 GO:0043190 GO:0071944 GO:0098533 GO:0098796 GO:0098797 GO:0110165 GO:1902495 GO:1990351
BSU08330	GO:0006810 GO:0009987 GO:0051179 GO:0051234 GO:0055085	GO:0005215 GO:0022857	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0032991 GO:0043190 GO:0071944 GO:0098533 GO:0098796 GO:0098797 GO:0110165 GO:1902495 GO:1990351
BSU08340			GO:0005622 GO:0005737 GO:0110165
BSU08350	GO:0006629 GO:0008152 GO:0009056 GO:0016042 GO:0044238 GO:0071704 GO:1901575	GO:0003824 GO:0004806 GO:0016298 GO:0016787 GO:0016788 GO:0052689	GO:0005576 GO:0110165
BSU08360		GO:0003824 GO:0016740 GO:0016746 GO:0016747	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU08370	GO:0006355 GO:0009889 GO:0010468 GO:0010556 GO:0019219 GO:0019222 GO:0031323 GO:0031326 GO:0050789 GO:0050794 GO:0051171 GO:0051252 GO:0060255 GO:0065007 GO:0080090 GO:1903506 GO:2001141	GO:0000976 GO:0001067 GO:0003676 GO:0003677 GO:0003690 GO:0003700 GO:0005488 GO:0043565 GO:0097159 GO:0140110 GO:1901363 GO:1990837	
BSU08380	GO:0006810 GO:0009987 GO:0051179 GO:0051234 GO:0055085	GO:0005215 GO:0022857	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU08390		GO:0003824 GO:0005488 GO:0008270 GO:0016787 GO:0043167 GO:0043169 GO:0046872 GO:0046914	GO:0005622 GO:0005737 GO:0110165
BSU08400	GO:0006810 GO:0009987 GO:0051179 GO:0051234 GO:0055085	GO:0005215 GO:0022857	GO:0005886 GO:0005887 GO:0016020 GO:0016021 GO:0031224 GO:0031226 GO:0071944 GO:0110165
BSU08410	GO:0006355 GO:0009889 GO:0010468 GO:0010556 GO:0019219 GO:0019222 GO:0031323 GO:0031326 GO:0050789 GO:0050794 GO:0051171 GO:0051252 GO:0060255 GO:0065007 GO:0080090 GO:1903506 GO:2001141	GO:0003676 GO:0003677 GO:0003700 GO:0005488 GO:0097159 GO:0140110 GO:1901363	
BSU08425	GO:0006629 GO:0008152 GO:0042221 GO:0042592 GO:0044238 GO:0046677 GO:0048878 GO:0050896 GO:0055088 GO:0055091 GO:0065007 GO:0065008 GO:0071704	GO:0003824 GO:0016740 GO:0016746 GO:0016755 GO:0050071 GO:0140096 GO:0140098 GO:0140101 GO:0140640	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU08440	GO:0006810 GO:0006811 GO:0042592 GO:0048878 GO:0050801 GO:0051179 GO:0051234 GO:0055065 GO:0055072 GO:0055076 GO:0055080 GO:0065007 GO:0065008 GO:0098771		GO:0005622 GO:0005737 GO:0005886 GO:0016020 GO:0030288 GO:0030313 GO:0031975 GO:0042597 GO:0045121 GO:0071944 GO:0098857 GO:0110165
BSU08450	GO:0000041 GO:0006810 GO:0006811 GO:0006812 GO:0006826 GO:0006873 GO:0006875 GO:0006879 GO:0009987 GO:0019725 GO:0030001 GO:0030003 GO:0033212 GO:0033214 GO:0042592 GO:0046916 GO:0048878 GO:0050801 GO:0051179 GO:0051234 GO:0051641 GO:0051649 GO:0055065 GO:0055072 GO:0055076 GO:0055080 GO:0055082 GO:0055085 GO:0065007 GO:0065008 GO:0098657 GO:0098771 GO:1901678	GO:0005215 GO:0022857	GO:0005886 GO:0005887 GO:0016020 GO:0016021 GO:0031224 GO:0031226 GO:0071944 GO:0110165
